,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,0.0,0.0,0.0,0.0,50.0,50.0,0.0,,,,0.0805335194848936
2-3,50.0,0.0,0.0,0.0,16.666666666666664,16.666666666666664,16.666666666666664,0.5491679310798645,0.8866373697916666,19.700000000000003,0.080591252755875
2-5,16.666666666666664,16.666666666666664,0.0,0.0,66.66666666666666,0.0,0.0,0.7378346920013428,0.2213287353515625,20.0,0.0817034618725579
2-7,16.666666666666664,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.7358350157737732,0.3969879150390625,19.23333333333333,0.0814932424750104
2-9,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,,,,0.0806241033610349
2-11,50.0,0.0,16.666666666666664,0.0,16.666666666666664,0.0,16.666666666666664,0.4244069457054138,0.9230499267578124,16.61111111111111,0.081344014507229
2-13,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.4532106220722198,0.2998733520507812,15.983333333333334,0.0805863445810696
2-15,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.477316552400589,1.0918792724609374,18.226666666666667,0.0894651752177292
3-1,16.666666666666664,0.0,16.666666666666664,0.0,33.33333333333333,33.33333333333333,0.0,0.4869232773780823,4.530702114105225,23.366666666666667,0.0803881935344254
3-3,16.666666666666664,0.0,16.666666666666664,0.0,33.33333333333333,33.33333333333333,0.0,0.5334317684173584,0.4956758320331573,17.766666666666666,0.0807736932532652
3-5,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.4630420605341593,0.5153086433808008,18.477777777777774,0.0815845741492747
3-7,50.0,0.0,16.666666666666664,0.0,16.666666666666664,0.0,16.666666666666664,0.3235130210717519,1.0399278402328491,18.211111111111112,0.081234550314708
3-9,0.0,0.0,16.666666666666664,0.0,33.33333333333333,0.0,50.0,,,,0.081097147756107
3-11,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.3660029470920563,0.3479003887623548,23.016666666666666,0.0811487926069156
3-13,16.666666666666664,0.0,16.666666666666664,0.0,16.666666666666664,0.0,50.0,0.4392760992050171,0.0584716871380806,20.066666666666663,0.0816376033777559
3-15,33.33333333333333,0.0,0.0,0.0,16.666666666666664,0.0,50.0,0.6179576218128204,0.1861569434404373,20.28333333333333,0.0814491740896932
Avg,29.166666666666664,1.0416666666666665,10.416666666666663,0.0,36.458333333333336,8.333333333333332,14.583333333333332,0.5083014272726499,0.845684616964979,19.30333333333333,0.08160342770859655
