,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,,,,0.0772217954253102
2-3,33.33333333333333,0.0,0.0,0.0,50.0,16.666666666666664,0.0,0.5116270631551743,0.9938125610351562,16.96666666666667,0.0766286742704527
2-5,16.666666666666664,0.0,50.0,0.0,16.666666666666664,0.0,16.666666666666664,0.5772421956062317,0.51556396484375,23.166666666666668,0.0770777279042942
2-7,16.666666666666664,0.0,16.666666666666664,0.0,66.66666666666666,0.0,0.0,0.5651191473007202,1.5395050048828125,21.53333333333333,0.0769901517565238
2-9,0.0,0.0,16.666666666666664,0.0,66.66666666666666,0.0,16.666666666666664,,,,0.0772435854033691
2-11,0.0,0.0,16.666666666666664,0.0,83.33333333333334,0.0,0.0,,,,0.0780454461500582
2-13,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,0.0773449736084667
2-15,16.666666666666664,0.0,0.0,0.0,66.66666666666666,0.0,16.666666666666664,0.4722573459148407,2.058685302734375,13.766666666666667,0.0769625528894289
3-1,0.0,0.0,16.666666666666664,0.0,33.33333333333333,50.0,0.0,,,,0.0768076024281748
3-3,50.0,0.0,16.666666666666664,0.0,16.666666666666664,16.666666666666664,0.0,0.2634911288817723,1.0225094457467396,18.14444444444445,0.0773430948867878
3-5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,0.0780560240612872
3-7,16.666666666666664,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.3311757445335388,0.7237547636032104,20.666666666666668,0.0774290304125091
3-9,16.666666666666664,0.0,50.0,0.0,33.33333333333333,0.0,0.0,0.1901768147945404,0.4459656476974487,14.566666666666666,0.0773237004821553
3-11,16.666666666666664,0.0,16.666666666666664,0.0,33.33333333333333,0.0,33.33333333333333,0.3177020251750946,0.617919921875,20.3,0.0772254221889388
3-13,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.4183497875928879,0.4619086231105029,20.98333333333333,0.0774041209099949
3-15,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.3198186159133911,0.8359374701976776,21.8,0.0776483305972265
Avg,17.70833333333333,0.0,14.583333333333329,0.0,55.208333333333336,7.291666666666666,5.208333333333332,0.3966959868868192,0.9215562705726672,19.189444444444447,0.07729701458593613
