,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,33.33333333333333,0.0,0.0,0.0,50.0,16.666666666666664,0.0,0.3284974992275238,0.39947509765625,20.116666666666667,0.07941171940267953
2-3,50.0,0.0,0.0,0.0,0.0,16.666666666666664,33.33333333333333,0.22060890992482504,0.7253265380859375,21.855555555555554,0.08027581039508243
2-5,83.33333333333334,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.3215808540582657,0.427777099609375,19.93333333333333,0.07942155143763899
2-7,83.33333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.28502941131591797,0.6059814453125,20.093333333333334,0.07939436862061477
2-9,66.66666666666666,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.2085757702589035,0.4495849609375,18.133333333333333,0.0792448163496381
2-11,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.40279628038406373,1.8051666259765624,18.293333333333333,0.0807389957083147
2-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2057491342226664,0.3083089192708333,18.733333333333334,0.07948820637896895
2-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427289421359698,0.7484181722005209,19.150000000000002,0.0797256345048957
3-1,66.66666666666666,16.666666666666664,0.0,0.0,0.0,16.666666666666664,0.0,0.3189813792705536,0.4929026272147894,19.06666666666667,0.0796368138690592
3-3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24812810868024826,0.5458235877255598,22.005555555555556,0.07956745035108032
3-5,66.66666666666666,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.34774526208639145,1.1362096667289734,19.591666666666665,0.08018416863272856
3-7,33.33333333333333,0.0,0.0,0.0,16.666666666666664,0.0,50.0,0.3273898959159851,0.4510387182235718,17.46666666666667,0.079702854540421
3-9,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.23180442055066428,0.25909809504325193,16.322222222222223,0.07987070116011993
3-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19602387150128683,0.5789562094335755,18.477777777777774,0.07933205768792091
3-13,83.33333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.2060692749917507,0.3795267155161127,18.0,0.0793132621367981
3-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1648698536058267,0.26797622442245483,19.48333333333333,0.08127689468871356
Avg,75.0,1.0416666666666665,1.0416666666666665,0.0,12.5,3.1249999999999996,7.291666666666666,0.2775712092096607,0.5988481689598606,19.17017361111111,0.07978658161654217
