,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,0.0,0.0,0.0,0.0,33.33333333333333,50.0,16.666666666666664,,,,0.08055973912600116
2-3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,0.08026726559649054
2-5,83.33333333333334,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.5698342800140381,2.431365966796875,19.433333333333334,0.0803843703534868
2-7,33.33333333333333,0.0,16.666666666666664,0.0,50.0,0.0,0.0,0.6201085150241852,1.2712783813476562,18.316666666666666,0.07977936504123447
2-9,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.5984572619199753,1.448974609375,17.03333333333333,0.07975844355991908
2-11,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.46417994300524396,1.3943583170572917,16.944444444444443,0.08132451467365358
2-13,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.587824010848999,1.6185089111328126,18.940000000000005,0.08015534632508682
2-15,33.33333333333333,0.0,16.666666666666664,0.0,50.0,0.0,0.0,0.598762184381485,4.9087066650390625,16.96666666666667,0.07994729668144288
3-1,16.666666666666664,0.0,16.666666666666664,0.0,0.0,33.33333333333333,33.33333333333333,0.6301077008247375,0.6131331920623779,19.166666666666668,0.07986435025177277
3-3,16.666666666666664,16.666666666666664,0.0,0.0,50.0,16.666666666666664,0.0,0.30027636885643005,0.044219970703125,19.633333333333333,0.08044895782969357
3-5,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.4434676319360733,0.5774956829845905,19.21666666666667,0.08120138861916282
3-7,33.33333333333333,0.0,16.666666666666664,0.0,16.666666666666664,0.0,33.33333333333333,0.31311701238155365,0.33273034915328026,20.133333333333333,0.08066022343199764
3-9,33.33333333333333,0.0,16.666666666666664,0.0,50.0,0.0,0.0,0.3159118741750717,1.063762903213501,18.53333333333333,0.08047537679371357
3-11,83.33333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.3138182520866394,1.10334070622921,18.02,0.08022500377731791
3-13,16.666666666666664,0.0,16.666666666666664,0.0,16.666666666666664,0.0,50.0,0.5247042775154114,0.2680359184741974,19.8,0.08022122186716145
3-15,0.0,0.0,0.0,0.0,16.666666666666664,0.0,83.33333333333334,,,,0.0800841059873949
Avg,34.375,2.083333333333333,8.333333333333332,0.0,34.375,6.25,14.583333333333332,,,,0.08033481061972061
