,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,0.0,0.0,50.0,0.0,33.33333333333333,16.666666666666664,0.0,,,,0.07849030290502745
2-3,66.66666666666666,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,0.41187695413827896,0.6481895446777344,23.591666666666665,0.0783701777278388
2-5,50.0,33.33333333333333,16.666666666666664,0.0,0.0,0.0,0.0,0.7232895294825236,4.6895904541015625,27.28888888888889,0.08040660427978147
2-7,50.0,0.0,16.666666666666664,0.0,33.33333333333333,0.0,0.0,0.4813811679681142,0.4547322591145833,22.54444444444444,0.08002021903251323
2-9,33.33333333333333,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,16.666666666666664,0.36122122406959534,0.21196746826171875,23.616666666666667,0.07907682982831651
2-11,66.66666666666666,0.0,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.5191899538040161,0.7568168640136719,22.508333333333333,0.08033911948410695
2-13,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.33090639114379883,0.9856231689453125,22.426666666666666,0.07942845399727545
2-15,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.4098062217235565,0.86285400390625,20.153333333333332,0.07887528022270002
3-1,0.0,0.0,0.0,0.0,83.33333333333334,16.666666666666664,0.0,,,,0.08640970831749423
3-3,50.0,0.0,16.666666666666664,0.0,16.666666666666664,0.0,16.666666666666664,0.36726923286914825,1.504221220811208,26.111111111111114,0.081427808350263
3-5,50.0,16.666666666666664,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.39402540524800617,0.8643463452657064,24.900000000000002,0.0802567755376581
3-7,33.33333333333333,0.0,16.666666666666664,16.666666666666664,0.0,0.0,33.33333333333333,0.2666309215128422,0.5267339199781418,25.28333333333333,0.08001202973888148
3-9,16.666666666666664,0.0,50.0,0.0,0.0,0.0,33.33333333333333,0.35706838965415955,0.49652090668678284,19.066666666666666,0.07940370487593294
3-11,0.0,33.33333333333333,33.33333333333333,0.0,16.666666666666664,0.0,16.666666666666664,,,,0.07895544703591607
3-13,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.3849432170391083,0.2999332305043936,26.3,0.07883073301876292
3-15,66.66666666666666,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.4202662482857704,2.619957260787487,24.78333333333333,0.07898942432627373
Avg,42.708333333333336,6.249999999999999,16.666666666666664,1.0416666666666665,16.666666666666664,2.083333333333333,14.58333333333333,,,,0.0799557886674214
